subject,run_rank,mode,channel,std,mad,ptp,line_length,near_flat_ratio,hf_ratio
50,2,raw,CP3,8.520294988958489e-05,2.8300000190734862e-05,0.0015864999694824218,3.6833931605382165e-06,0.010177687465623662,0.22593325762350447
50,2,raw,CPz,6.890060695655566e-05,2.930000019073486e-05,0.0012521000061035156,3.4018734379859265e-06,0.009253345963454134,0.1530684112390273
50,2,raw,CP4,5.508000615496896e-05,2.4800000667572022e-05,0.0016062999877929688,4.323215197853346e-06,0.011975187923974822,0.31972003569165
50,2,raw,P1,0.0001154460798711974,3.439999961853028e-05,0.0028375999755859372,3.452964960241568e-06,0.006289341807736968,0.08332527820579506
50,2,raw,P2,5.1688029820313425e-05,2.329999923706055e-05,0.0011507000122070311,3.4545515460200367e-06,0.011113487746745707,0.16535467739361487
50,2,raw,POz,5.1987909200507005e-05,2.2299999713897705e-05,0.0009277999877929687,3.888434260835288e-06,0.012362494652569823,0.11984807797799614
50,2,raw,FT9,5.519510446643284e-05,2.2199999809265135e-05,0.0019563999633789063,4.618516410766575e-06,0.011636008066980383,0.3825065597546256
50,2,raw,FTT9h,5.495267471946567e-05,2.2200000762939456e-05,0.0019958999633789064,4.675389656761861e-06,0.01024262054635458,0.3974365265329834
50,2,raw,TTP7h,5.076570245552778e-05,2.2999999225139617e-05,0.0019311000366210938,4.827302778437549e-06,0.012169987166167573,0.541210896578348
50,2,raw,TP7,4.640283844116535e-05,2.3200000405311582e-05,0.0012692999877929687,4.65494167845683e-06,0.011719275194035324,0.324404996428985
50,2,raw,TPP9h,5.0072996554738786e-05,2.4099999904632567e-05,0.0009364999999999999,4.56635593119689e-06,0.009179245859561206,0.3697868373861352
50,2,raw,FT10,6.032347445935291e-05,2.6100001335144042e-05,0.0015044000244140625,4.784727114648203e-06,0.01062457984477174,0.1789638712074091
50,2,raw,FTT10h,5.7908782735505353e-05,2.65e-05,0.0015947999877929688,4.565906671277356e-06,0.009477938030923425,0.5861435303230926
50,2,raw,TPP8h,5.7467646769450466e-05,2.570000076293945e-05,0.0017872000732421873,4.827648145238677e-06,0.008445120088003423,0.4627016091106571
50,2,raw,TP8,5.8974272564329635e-05,2.5499999999999996e-05,0.0013267999877929685,5.062067436377567e-06,0.010614648903012894,0.7071287097262042
50,2,raw,TPP10h,6.961312479371795e-05,2.55e-05,0.0012725,4.820268533714674e-06,0.009944692293589194,0.3746164558109984
50,2,raw,F9,5.8355404506408796e-05,2.8699999809265134e-05,0.0019019000244140623,4.6999809015741375e-06,0.009079936441972743,0.06899881911386119
50,2,raw,F10,0.0001031565383897099,3.160000038146973e-05,0.0033689999999999996,4.949082496169483e-06,0.009823229236692538,0.02644953785960733
50,2,raw,AF7,8.391715148516763e-05,2.4699999809265135e-05,0.001865,4.658221108262533e-06,0.005694249220803031,0.09574182525963595
50,2,raw,AF3,7.149212516238152e-05,2.3100000858306884e-05,0.0013275,3.7608838243621045e-06,0.01220665525881562,0.06183137383496011
50,2,raw,AF4,8.135760967115545e-05,2.630000305175781e-05,0.0015372000122070312,4.30660568179617e-06,0.00027424677626352136,0.0961537174368087
50,2,raw,AF8,0.00012290536291064495,3.310000133514404e-05,0.0038794000244140626,4.934373923731504e-06,0.005478060257898918,0.040063525277439116
50,2,raw,PO3,7.90959945819878e-05,2.5799999237060545e-05,0.0015713999633789062,3.6750837017381433e-06,0.009106673592861944,0.12335511543550776
50,2,raw,PO4,5.160923248870941e-05,2.3799999237060544e-05,0.0009697000122070312,3.834643505759404e-06,0.011344191162989672,0.1419737431117742
51,1,raw,Fp1,0.00012622313208443924,4.250000381469726e-05,0.0024362000732421874,3.472748032881879e-06,0.005067991631799163,0.030872778879529453
51,1,raw,Fp2,0.0002782354862621284,4.769999885559082e-05,0.00430189990234375,3.2597117905191504e-06,0.004497160789001793,0.023673436473344453
51,1,raw,F7,7.013712166635282e-05,2.8800001144409178e-05,0.0033183999023437497,5.7939657023523736e-06,0.008643156007172744,0.12969389958993835
51,1,raw,F3,6.645761544028893e-05,2.710000133514404e-05,0.001888899963378906,3.966850693445867e-06,0.009256575014943216,0.05634256665773916
51,1,raw,Fz,6.735677650883691e-05,2.930000114440918e-05,0.0017659000244140623,3.3927630709992524e-06,0.008901673640167364,0.050672593938508766
51,1,raw,F4,6.605052448782185e-05,2.5399997711181642e-05,0.0018772000122070313,3.7082831828006684e-06,0.005146443514644351,0.04942294958740846
51,1,raw,F8,6.768300343966271e-05,2.8899999618530273e-05,0.0019450999755859374,3.3511201785073424e-06,0.008172444710101614,0.04085155938095092
51,1,raw,FC5,6.102706201967341e-05,2.239999961853027e-05,0.0019380999755859375,4.98382179241055e-06,0.004331291093843395,0.07284178925343067
51,1,raw,FC1,6.187302592867187e-05,2.3300000190734863e-05,0.001761399963378906,3.4406721755186327e-06,0.0066452480573819485,0.06050605412129225
51,1,raw,FC2,6.118693193239162e-05,2.2299999237060548e-05,0.0018129000244140625,3.1606199659637534e-06,0.013121637776449492,0.056280293168528714
51,1,raw,FC6,5.950851480337889e-05,2.190000009536743e-05,0.0018277000122070312,3.7816210985539875e-06,0.01323371189479976,0.0584102574397997
51,1,raw,T7,5.891632164459919e-05,2.3100000381469727e-05,0.0017894999999999999,4.106490664717007e-06,0.009209503885236102,0.08587485735590485
51,1,raw,C3,6.034176679063251e-05,2.299999964237213e-05,0.0017822000122070312,4.118980136715492e-06,0.008725343693962941,0.07180288884587797
51,1,raw,Cz,5.970387409740557e-05,2.2599998474121093e-05,0.0018096000366210935,3.1691227382793447e-06,0.007493275552898984,0.059404340153881054
51,1,raw,C4,5.899346268348073e-05,2.1899999141693116e-05,0.001813200012207031,3.4512052829033102e-06,0.012742080095636581,0.059047719340945444
51,1,raw,T8,5.664804009651364e-05,2.0799999997019766e-05,0.001803,3.651752131442172e-06,0.013923341303048417,0.061742327768245626
51,1,raw,TP9,0.0011907691829170007,2.3500000715255738e-05,0.0065535,2.6470066130734305e-06,0.022499252839210997,0.013183585106124175
51,1,raw,CP5,0.0001274213098235089,2.0799999713897706e-05,0.0017426999511718749,3.6883419638311373e-06,0.013697698744769874,0.05646011457737532
51,1,raw,CP1,5.767097045535192e-05,2.0099999904632568e-05,0.001771699951171875,3.2977336330520774e-06,0.013888971906754333,0.059836057422554954
51,1,raw,CP2,5.775855005232937e-05,2.080000114440918e-05,0.0017926000366210938,3.2128626822763493e-06,0.0075306335923490736,0.05795946651541892
51,1,raw,CP6,5.630326637760155e-05,1.9999999999999998e-05,0.0018184999999999998,3.818528479442886e-06,0.004330543933054393,0.06596658666910768
51,1,raw,TP10,5.5778806194492526e-05,1.9600000381469726e-05,0.0017742999877929685,3.845338944870974e-06,0.013625971309025701,0.07291216266120253
51,1,raw,P7,5.520884314398857e-05,1.9300001144409178e-05,0.0017517999877929686,3.6241576680691566e-06,0.005194261805140466,0.06153036554582803
51,1,raw,P3,5.656879868182212e-05,1.9899999141693115e-05,0.0017498999633789062,3.345394385458785e-06,0.008156754333532577,0.05916074663387579
51,1,raw,Pz,5.922010794946882e-05,2.2199999988079073e-05,0.0017887999877929687,3.193158839233802e-06,0.00960848774656306,0.05780969150759025
51,1,raw,P4,5.733858921664287e-05,1.959999942779541e-05,0.0017623999633789062,3.3677239001056824e-06,0.013379408248655111,0.05873287264870482
51,1,raw,P8,5.679754039027315e-05,2.139999961853027e-05,0.0017545,3.7105221985559583e-06,0.004300657501494321,0.06462689472297263
51,1,raw,PO9,5.609136567853989e-05,1.9500000953674317e-05,0.0017484000244140623,4.078663909252554e-06,0.012306485355648536,0.06727315162942168
51,1,raw,O1,5.61047338405575e-05,2.069999885559082e-05,0.001715,3.641110011825564e-06,0.01114988045427376,0.059127942185670114
51,1,raw,Oz,5.515109082241716e-05,1.9e-05,0.0017794999999999998,3.716351773105659e-06,0.01560445307830245,0.0625138740644796
51,1,raw,O2,5.515790511855493e-05,1.8800001144409176e-05,0.0017851000366210937,3.911869481531018e-06,0.005945158398087269,0.06884056009319843
51,1,raw,PO10,5.3511578677420445e-05,1.7500001907348633e-05,0.0017395999755859374,3.884944994695604e-06,0.003975642558278541,0.06617867374922212
51,1,raw,FC3,6.213738107581651e-05,2.3e-05,0.001806699951171875,4.365629530972364e-06,0.01167065152420801,0.07315328395065365
51,1,raw,FC4,5.9628790751322676e-05,2.139999961853027e-05,0.0019042999877929687,3.421620984666679e-06,0.009168410041841005,0.057557043043164266
51,1,raw,C5,5.845266292292348e-05,2.1000000000000002e-05,0.0017932000122070312,4.3722103791473675e-06,0.006936640765092648,0.06744056432632801
51,1,raw,C1,5.877112584973794e-05,2.130000019073486e-05,0.0017862000122070311,3.442595143321953e-06,0.010715032875074717,0.06078768002512286
51,1,raw,C2,5.8668990458182906e-05,2.0400001525878912e-05,0.0017707999877929685,3.183384474129711e-06,0.005859234907352062,0.05742709185800335
51,1,raw,C6,5.7005193531313995e-05,1.9899997711181637e-05,0.0018057000122070313,3.678304451077541e-06,0.008803795576808129,0.05480571341824866
51,1,raw,CP3,5.636325761675808e-05,2.0699999809265136e-05,0.0017393999633789061,3.4947162984049243e-06,0.012700986252241482,0.06236788571381972
51,1,raw,CPz,5.793409408214892e-05,1.999999952316284e-05,0.0017887999877929687,3.1588074248155055e-06,0.010803197848176928,0.0585110816485564
51,1,raw,CP4,5.7309014850681336e-05,2.070000076293945e-05,0.0017935,3.3842418408846373e-06,0.009901374775851764,0.05912883528743546
51,1,raw,P1,5.909205196001737e-05,2.130000114440918e-05,0.0017692000122070312,3.2521448400108825e-06,0.004624178123132098,0.0585968819775698
51,1,raw,P2,5.699349884931378e-05,1.9799999237060545e-05,0.0017767999877929686,3.205974526952098e-06,0.00650851763299462,0.0578969910385503
51,1,raw,POz,6.299124901497511e-05,2.35e-05,0.0018281999511718747,3.30332232892403e-06,0.008597579199043635,0.057572162839303095
51,1,raw,FT9,6.000251875793048e-05,2.2899999618530277e-05,0.0017749000244140624,3.865092098257168e-06,0.007201135684399283,0.053113340694648944
51,1,raw,FTT9h,5.9386896792476586e-05,2.020000076293945e-05,0.0017753999633789062,3.828290067810796e-06,0.00582486551105798,0.057598105368665456
51,1,raw,TTP7h,5.695110484242865e-05,2.2199999809265135e-05,0.001755,3.991345630614383e-06,0.010606694560669457,0.06698996995599507
51,1,raw,TP7,5.676476422493138e-05,2.159999990463257e-05,0.0017624999999999997,3.8716146638649425e-06,0.010774058577405857,0.0781534349750903
51,1,raw,TPP9h,5.382061381066119e-05,1.8299999237060542e-05,0.001756700012207031,3.688051173617437e-06,0.004934249850567842,0.06452104294609552
51,1,raw,FT10,6.535427481137554e-05,2.6899999618530276e-05,0.0018027000122070314,3.429271386451575e-06,0.009334279736999402,0.04556305819910732
51,1,raw,FTT10h,6.184490023184022e-05,2.839999914169311e-05,0.0017739000244140625,3.7384121628942486e-06,0.007895995218170951,0.053023862098711474
51,1,raw,TPP8h,5.581077636782131e-05,1.8699998855590818e-05,0.0018270999755859376,3.949893416549201e-06,0.005739689181111775,0.06036375180170555
51,1,raw,TP8,6.20324151209851e-05,2.5199999809265137e-05,0.001818800048828125,4.558115180201337e-06,0.01059175134488942,0.14929730661479693
51,1,raw,TPP10h,5.720055873204166e-05,2.029999923706055e-05,0.001761800048828125,3.969118251420236e-06,0.006063209802749552,0.06701700691331958
51,1,raw,F9,6.812504112207443e-05,2.839999961853027e-05,0.0017287999877929686,3.695837338316267e-06,0.009447101016138673,0.04183828427277542
51,1,raw,F10,6.64338192800177e-05,3.1799999237060545e-05,0.0018489000244140625,3.1307218574557227e-06,0.007011356843992827,0.032706084132823186
51,1,raw,AF7,7.925804540661355e-05,3.289999961853027e-05,0.0018969999999999998,3.6290763059580913e-06,0.003547519426180514,0.03535843919000224
51,1,raw,AF3,7.64430409952923e-05,3.150000047683716e-05,0.0019147999877929685,3.957144538406802e-06,0.009428421996413628,0.04501123589199463
51,1,raw,AF4,7.829637321506688e-05,2.9999999999999997e-05,0.001850800048828125,3.505332566609648e-06,0.0010273460848774657,0.03695461854947992
51,1,raw,AF8,0.00010749570654827234,3.699999999999999e-05,0.0023902000122070313,3.108911169543749e-06,0.0042371488344291695,0.02580116761962873
51,1,raw,PO3,5.708145505509171e-05,2.0999999999999995e-05,0.0017492999877929687,3.3897973595422544e-06,0.006279886431560072,0.05679880147079013
51,1,raw,PO4,5.6681286381879184e-05,2.029999959468841e-05,0.0017855,3.498220635812986e-06,0.011127465630603706,0.058590226552200184
51,2,raw,Fp1,0.00020218953475259377,6.519999885559082e-05,0.0038490999755859375,4.276245513428723e-06,0.004521545001376189,0.10552670065861207
51,2,raw,Fp2,0.0002904068339011452,8.060000228881837e-05,0.004482799926757812,5.039446711641867e-06,0.0026407535398636044,0.13932458557187358
51,2,raw,F7,8.487203700458501e-05,3.710000228881836e-05,0.0014305,4.582524376235341e-06,0.006368696290406434,0.10113687575368933
51,2,raw,F3,8.903408131201894e-05,4.550000095367431e-05,0.001127700012207031,4.654021417849583e-06,0.006413040154133154,0.15416007163268006
51,2,raw,Fz,7.388255565877185e-05,3.2e-05,0.0007558999938964844,3.118654789767887e-06,0.007250221719318634,0.06850893471473767
51,2,raw,F4,7.160774866539696e-05,3.2600000381469724e-05,0.0007457000122070311,4.131898781819637e-06,0.0035322181106455853,0.2215773495619101
